ID zgłoszenia,Tytuł zgłoszenia,Deskrypcjon,Dopasowana reguła,Typ zgłoszenia,Data utworzenia zgłoszenia,Oczekiwany wynik,Pewność
2622,uszkodzenie modułu laserowego skanera stanowisko 4 czytnik kodów,"Opis: uszkodzenie modułu laserowego skanera stanowisko 4 czytnik kodów Działanie naprawcze: Zeskanowano kody konfiguracyjne przywracające ustawienia fabryczne. Podsumowanie: Skaner działa poprawnie, kody są odczytywane.",Skaner - Błąd sterownika,[System] Incident,05.11.2025 09:09:05,4,0.9
2623,Błąd konfiguracji adresu IP,Opis: Błąd konfiguracji adresu IP Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,05.11.2025 09:17:41,0,0.0
2624,Błąd systemu: Brak tonera w drukarce korytarzowej,Opis: Błąd systemu: Brak tonera w drukarce korytarzowej Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,05.11.2025 16:41:10,0,0.0
2625,Prośba o nadanie uprawnień do grupy - blokuje obsługę klienta.,Opis: Prośba o nadanie uprawnień do grupy - blokuje obsługę klienta. Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Dostęp do konta przywrócony.,Inne,[System] Service request,05.11.2025 15:17:25,0,0.0
2626,Prośba o wsparcie: Błąd uruchamiania Microsoft Outlook,"Opis: Prośba o wsparcie: Błąd uruchamiania Microsoft Outlook Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,05.11.2025 11:34:09,0,0.0
2627,Brak dostępu do folderu współdzielonego,Opis: Brak dostępu do folderu współdzielonego Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Użytkownik zalogował się pomyślnie.,Inne,[System] Service request,05.11.2025 09:41:24,0,0.0
2628,Zablokowane konto domenowe AD,Opis: Zablokowane konto domenowe AD Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Użytkownik zalogował się pomyślnie.,Inne,[System] Service request,05.11.2025 13:17:33,0,0.0
2629,Nieprawidłowy format danych JSON z aplikacji błąd API zamówienie nie dociera do POS aplikacja lojalnościowa,"Opis: Nieprawidłowy format danych JSON z aplikacji błąd API zamówienie nie dociera do POS aplikacja lojalnościowa Działanie naprawcze: Poinstruowano personel o procedurze awaryjnej (rabat ręczny). Podsumowanie: Problem rozwiązany, komunikacja API stabilna.",Aplikacja mobilna - Błąd API,[System] Incident,05.11.2025 19:14:45,4,0.9
2630,Konto użytkownika wygasło stanowisko 12,"Opis: Konto użytkownika wygasło stanowisko 12 Działanie naprawcze: Nadano brakujące uprawnienia kierownicze. Podsumowanie: Konto odblokowane, karta działa.",Dostęp - Błąd autoryzacji POS,[System] Service request,05.11.2025 07:14:08,4,0.9
2631,brak tonera w drukarce korytarzowej - stanowisko nieczynne.,"Opis: brak tonera w drukarce korytarzowej - stanowisko nieczynne. Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,05.11.2025 17:49:07,0,0.0
2632,brak dostępu do sieci Wi-Fi,Opis: brak dostępu do sieci Wi-Fi Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,05.11.2025 14:20:35,0,0.0
2633,Incydent: Błąd synchronizacji ewidencji czasu pracy z serwerem błąd systemowy system nie uwzględnił nadgodzin,"Opis: Incydent: Błąd synchronizacji ewidencji czasu pracy z serwerem błąd systemowy system nie uwzględnił nadgodzin Działanie naprawcze: Zaktualizowano firmware czytnika RCP do najnowszej wersji. Podsumowanie: Korekta godzin została wprowadzona, system przeliczył czas pracy.",RCP - Błąd synchronizacji,[System] Incident,05.11.2025 20:17:12,3,0.9
2634,zgłoszenie awarii: Awaria switcha w szafie rack - prośba o interwencję.,Opis: zgłoszenie awarii: Awaria switcha w szafie rack - prośba o interwencję. Działanie naprawcze: Zrestartowano urządzenia sieciowe w lokalizacji. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,05.11.2025 17:14:16,0,0.0
2635,Prośba o korektę czasu pracy - zapomniane odbicie pracownik Maciej odbicie prywatne zamiast służbowego korekta czasu,Opis: Prośba o korektę czasu pracy - zapomniane odbicie pracownik Maciej odbicie prywatne zamiast służbowego korekta czasu Działanie naprawcze: Uzupełniono brakujące wejście/wyjście ręcznie. Podsumowanie: Błąd pracownika skorygowany.,RCP - Korekta czasu,[System] Service request,05.11.2025 09:25:54,4,0.9
2636,Wymagany serwis: Błąd licencji pakietu Office - blokuje obsługę klienta.,"Opis: Wymagany serwis: Błąd licencji pakietu Office - blokuje obsługę klienta. Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,05.11.2025 20:32:09,0,0.0
2637,Dotyczy: Błąd spójności danych przy Z-Report - błąd powtarzalny.,"Opis: Dotyczy: Błąd spójności danych przy Z-Report - błąd powtarzalny. Działanie naprawcze: Przeprowadzono ręczne wymuszenie generowania raportu Z z poziomu narzędzi administracyjnych. Podsumowanie: Wymagana była interwencja w strukturę bazy danych, system działa stabilnie.",POS - Błąd zamknięcia doby,[System] Incident,05.11.2025 17:11:57,4,0.9
2638,Skaner dokumentów nie pobiera kartek,Opis: Skaner dokumentów nie pobiera kartek Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,05.11.2025 22:21:21,0,0.0
2639,Dotyczy: Prośba o korektę czasu pracy - zapomniane odbicie pomyłka przy rejestracji korekta czasu,Opis: Dotyczy: Prośba o korektę czasu pracy - zapomniane odbicie pomyłka przy rejestracji korekta czasu Działanie naprawcze: Uzupełniono brakujące wejście/wyjście ręcznie. Podsumowanie: Godziny pracy zostały wyrównane.,RCP - Korekta czasu,[System] Service request,05.11.2025 21:00:25,4,0.9
2640,Nieudana aktualizacja systemu Windows,"Opis: Nieudana aktualizacja systemu Windows Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,05.11.2025 14:37:16,0,0.0
2641,Brak tonera w drukarce korytarzowej,Opis: Brak tonera w drukarce korytarzowej Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,05.11.2025 12:09:16,0,0.0
2642,Bląd uruchamiania Microsoft Outlook,Opis: Bląd uruchamiania Microsoft Outlook Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.,Inne,[System] Incident,05.11.2025 08:43:21,0,0.0
2643,brak dostępu do zasobow zewnetrznych,Opis: brak dostępu do zasobow zewnetrznych Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,05.11.2025 10:43:50,0,0.0
2644,Problem z zasilaczem do laptopa Dell - prosba o pilną weryfikację.,Opis: Problem z zasilaczem do laptopa Dell - prosba o pilną weryfikację. Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.,Inne,[System] Incident,05.11.2025 12:00:09,0,0.0
2645, Awaria mikroserwisu obslugi mobile zgłaszane przez klientów nie nalicza rabatów aplikacja lojalnościowa,"Opis:  Awaria mikroserwisu obslugi mobile zgłaszane przez klientów nie nalicza rabatów aplikacja lojalnościowa Działanie naprawcze: Zgłoszono problem do zespołu deweloperskiego aplikacji mobilnej. Podsumowanie: Zgłoszenie zamknięte, błąd globalny usunięty.",Aplikacja mobilna - Błąd API,[System] Incident,05.11.2025 12:37:00,4,0.9
2646,Opóźnienia w renderowaniu na ekranach KDS stacja grill system offline,Opis: Opóźnienia w renderowaniu na ekranach KDS stacja grill system offline Działanie naprawcze: Zrestartowano usługę KDS Service na serwerze. Podsumowanie: Obraz na ekranie kuchennym powrócił.,KDS - Brak sygnału wideo,[System] Incident,05.11.2025 15:50:12,3,0.9
2647,Błąd systemu: Opóźnienia w renderowaniu na ekranach KDS ekran ekspedycji zamówienia nie pojawiają się - wymagany restart nie pomógł.,Opis: Błąd systemu: Opóźnienia w renderowaniu na ekranach KDS ekran ekspedycji zamówienia nie pojawiają się - wymagany restart nie pomógł. Działanie naprawcze: Podmieniono klawiaturę bumpbar na zapasową. Podsumowanie: Obraz na ekranie kuchennym powrócił.,KDS - Brak sygnału wideo,[System] Incident,05.11.2025 10:52:16,3,0.9
2648,Błąd krytyczny bazy danych podczas zamknięcia dnia brak wydruku potwierdzenia - blokuje obsługę klienta.,"Opis: Błąd krytyczny bazy danych podczas zamknięcia dnia brak wydruku potwierdzenia - blokuje obsługę klienta. Działanie naprawcze: Oczyszczono pliki tymczasowe transakcji i ponowiono proces zamknięcia. Podsumowanie: Wymagana była interwencja w strukturę bazy danych, system działa stabilnie.",POS - Błąd zamknięcia doby,[System] Incident,05.11.2025 12:50:03,3,0.9
2649,Zacięcie papieru w urządzeniu wielofunkcyjnym,Opis: Zacięcie papieru w urządzeniu wielofunkcyjnym Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,05.11.2025 08:36:58,0,0.0
2650,Zacięcie papieru w urządzeniu wielofunkcyjnym,Opis: Zacięcie papieru w urządzeniu wielofunkcyjnym Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,05.11.2025 11:35:30,0,0.0
2651, Uszkodzone gniazdo LAN w ścianie,Opis:  Uszkodzone gniazdo LAN w ścianie Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.,Inne,[System] Incident,05.11.2025 14:28:32,0,0.0
2652,Excel zawiesza się przy otwieraniu pliku,"Opis: Excel zawiesza się przy otwieraniu pliku Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,05.11.2025 10:28:11,0,0.0
2653,Excel zawiesza się przy otwieraniu pliku,Opis: Excel zawiesza się przy otwieraniu pliku Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Błąd nie występuje po aktualizacji.,Inne,[System] Incident,05.11.2025 07:42:06,0,0.0
2654,Zablokowane konto kasjera - przekroczona liczba prób stanowisko 13 wymagany reset uprawnień błąd autoryzacji,"Opis: Zablokowane konto kasjera - przekroczona liczba prób stanowisko 13 wymagany reset uprawnień błąd autoryzacji Działanie naprawcze: Przeprogramowano kartę magnetyczną użytkownika. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Dostęp - Błąd autoryzacji POS,[System] Service request,05.11.2025 14:33:40,4,0.9
2655,Wyjątek w module fakturowania - NullReferenceException dokument nie został utworzony,Opis: Wyjątek w module fakturowania - NullReferenceException dokument nie został utworzony Działanie naprawcze: Wyczyszczono cache plików tymczasowych PDF. Podsumowanie: Dokument wygenerowany i wydrukowany.,Faktury - Błąd API,[System] Incident,05.11.2025 09:09:47,3,0.9
2656,Zacięcie papieru w urządzeniu wielofunkcyjnym,Opis: Zacięcie papieru w urządzeniu wielofunkcyjnym Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,05.11.2025 13:20:11,0,0.0
2657,Problem techniczny: Awaria webserwisu obsługi nagród klient nie widzi punktów system lojalnościowy,Opis: Problem techniczny: Awaria webserwisu obsługi nagród klient nie widzi punktów system lojalnościowy Działanie naprawcze: Zweryfikowano połączenie internetowe z chmurą loyalty. Podsumowanie: Karty klientów są poprawnie autoryzowane.,Loyalty - Niedostępność serwisu,[System] Incident,05.11.2025 12:59:07,4,0.9
2658,Program antywirusowy blokuje aplikację - błąd powtarzalny.,Opis: Program antywirusowy blokuje aplikację - błąd powtarzalny. Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Błąd nie występuje po aktualizacji.,Inne,[System] Incident,05.11.2025 08:56:51,0,0.0
2659,Błąd systemu: Błąd konfiguracji adresu IP - prośba o pilną weryfikację.,"Opis: Błąd systemu: Błąd konfiguracji adresu IP - prośba o pilną weryfikację. Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Połączenie sieciowe stabilne, parametry w normie.",Inne,[System] Incident,05.11.2025 10:52:19,0,0.0
2660,Dotyczy: Awaria kontrolera dotyku w kiosku samoobsługowym ekran czarny,"Opis: Dotyczy: Awaria kontrolera dotyku w kiosku samoobsługowym ekran czarny Działanie naprawcze: Zgłoszono awarię sprzętową do serwisu producenta. Podsumowanie: Urządzenie wymaga wymiany ekranu, wyłączono z użycia.",Kiosk - Awaria dotyku,[System] Incident,05.11.2025 13:57:03,6,0.9
2661,skaner dokumentów nie pobiera kartek,Opis: skaner dokumentów nie pobiera kartek Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,05.11.2025 12:14:56,0,0.0
2662,Awaria stacji dokującej laptopa,Opis: Awaria stacji dokującej laptopa Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,05.11.2025 07:50:42,0,0.0
2663,Brak dostępu do sieci Wi-Fi,"Opis: Brak dostępu do sieci Wi-Fi Działanie naprawcze: Zrestartowano urządzenia sieciowe w lokalizacji. Podsumowanie: Połączenie sieciowe stabilne, parametry w normie.",Inne,[System] Incident,05.11.2025 11:58:19,0,0.0
2664,błąd systemu: Brak dostępu do zasobów zewnętrznych,Opis: błąd systemu: Brak dostępu do zasobów zewnętrznych Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,05.11.2025 13:16:51,0,0.0
2665,prośba o wsparcie: Zablokowane konto domenowe AD - prośba o pilną weryfikację.,Opis: prośba o wsparcie: Zablokowane konto domenowe AD - prośba o pilną weryfikację. Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Uprawnienia zostały zaktualizowane.,Inne,[System] Service request,05.11.2025 10:45:32,0,0.0
2666,Awaria switcha w szafie rack,Opis: Awaria switcha w szafie rack Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,05.11.2025 09:28:29,0,0.0
2667,Nieudana aktualizacja systemu Windows,Opis: Nieudana aktualizacja systemu Windows Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Aplikacja uruchamia się poprawnie.,Inne,[System] Incident,05.11.2025 17:01:35,0,0.0
2668,Awaria stacji dokującej laptopa - stanowisko nieczynne.,"Opis: Awaria stacji dokującej laptopa - stanowisko nieczynne. Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,05.11.2025 11:13:54,0,0.0
2669,Konto użytkownika wygasło użytkownik Norbert - blokuje obsługę klienta.,Opis: Konto użytkownika wygasło użytkownik Norbert - blokuje obsługę klienta. Działanie naprawcze: Zresetowano hasło użytkownika w systemie centralnym. Podsumowanie: Użytkownik zalogował się poprawnie nowym hasłem.,Dostęp - Błąd autoryzacji POS,[System] Service request,05.11.2025 22:28:32,4,0.9
2670,Adobe Reader nie otwiera plików PDF,Opis: Adobe Reader nie otwiera plików PDF Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Błąd nie występuje po aktualizacji.,Inne,[System] Incident,05.11.2025 14:22:06,0,0.0
2671,Brak dostępu do zasobów zewnętrznych,Opis: Brak dostępu do zasobów zewnętrznych Działanie naprawcze: Zrestartowano urządzenia sieciowe w lokalizacji. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,05.11.2025 11:38:28,0,0.0
2672,Zacięcie papieru w urządzeniu wielofunkcyjnym,Opis: Zacięcie papieru w urządzeniu wielofunkcyjnym Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,05.11.2025 12:35:10,0,0.0
2673,Nieudana aktualizacja systemu Windows,Opis: Nieudana aktualizacja systemu Windows Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Aplikacja uruchamia się poprawnie.,Inne,[System] Incident,05.11.2025 14:34:21,0,0.0
2674,Zgloszenie awarii: Wygasło haslo do systemu Windows,Opis: Zgloszenie awarii: Wygasło haslo do systemu Windows Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Uprawnienia zostały zaktualizowane.,Inne,[System] Service request,05.11.2025 08:26:13,0,0.0
2675,Awaria mikroserwisu obsługi mobile zgłaszane przez klientów aplikacja lojalnościowa,Opis: Awaria mikroserwisu obsługi mobile zgłaszane przez klientów aplikacja lojalnościowa Działanie naprawcze: Zrestartowano bramkę API integrującą mobile z POS. Podsumowanie: Kupony są ponownie walidowane poprawnie.,Aplikacja mobilna - Błąd API,[System] Incident,05.11.2025 11:55:36,4,0.9
2676,Niska przepustowość łącza internetowego - stanowisko nieczynne.,Opis: Niska przepustowość łącza internetowego - stanowisko nieczynne. Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,05.11.2025 17:46:28,0,0.0
2677,Wymagany serwis: Awaria kontrolera dotyku w kiosku samoobsługowym urządzenie wyłączone z eksploatacji nie przyjmuje zamówień,"Opis: Wymagany serwis: Awaria kontrolera dotyku w kiosku samoobsługowym urządzenie wyłączone z eksploatacji nie przyjmuje zamówień Działanie naprawcze: Zrestartowano kiosk (odcięcie zasilania). Podsumowanie: Urządzenie wymaga wymiany ekranu, wyłączono z użycia.",Kiosk - Awaria dotyku,[System] Incident,05.11.2025 09:45:21,6,0.9
2678,Utrata sygnału wideo na kontrolerze KDS - bląd powtarzalny.,"Opis: Utrata sygnału wideo na kontrolerze KDS - bląd powtarzalny. Działanie naprawcze: Zrestartowano kontroler KDS. Podsumowanie: Bumpbar reaguje na wciśnięcia, system sprawny.",KDS - Brak sygnału wideo,[System] Incident,05.11.2025 18:43:03,3,0.9
2679,Awaria switcha w szafie rack,Opis: Awaria switcha w szafie rack Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,05.11.2025 15:01:23,0,0.0
2680,Wygasło hasło do systemu Windows,Opis: Wygasło hasło do systemu Windows Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,05.11.2025 15:13:54,0,0.0
2681,Brak sygnału sterującego otwarciem szuflady (RJ11) klucz utknął w zamku - stanowisko nieczynne.,"Opis: Brak sygnału sterującego otwarciem szuflady (RJ11) klucz utknął w zamku - stanowisko nieczynne. Działanie naprawcze: Sprawdzono podłączenie kabla RJ11 do drukarki fiskalnej. Podsumowanie: Problem rozwiązany, zamek działa płynnie.",Szuflada - Awaria otwarcia,[System] Incident,05.11.2025 13:00:13,3,0.9
2682,Nieprawidłowy format danych JSON z aplikacji błąd serwera aplikacja lojalnościowa,"Opis: Nieprawidłowy format danych JSON z aplikacji błąd serwera aplikacja lojalnościowa Działanie naprawcze: Sprawdzono logi transakcji, błąd po stronie zewnętrznego dostawcy. Podsumowanie: Kupony są ponownie walidowane poprawnie.",Aplikacja mobilna - Błąd API,[System] Incident,05.11.2025 15:39:23,4,0.9
2683,Błąd systemu: Brak tonera w drukarce korytarzowej - błąd powtarzalny.,"Opis: Błąd systemu: Brak tonera w drukarce korytarzowej - błąd powtarzalny. Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,05.11.2025 14:11:56,0,0.0
2684,problem z uwierzytelnianiem dwuskładnikowym (MFA),Opis: problem z uwierzytelnianiem dwuskładnikowym (MFA) Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Dostęp do konta przywrócony.,Inne,[System] Service request,05.11.2025 08:09:34,0,0.0
2685, Brak dostępu do folderu wspóldzielonego,Opis:  Brak dostępu do folderu wspóldzielonego Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Użytkownik zalogował się pomyślnie.,Inne,[System] Service request,05.11.2025 18:21:17,0,0.0
2686,Brak reakcji interfejsu na dotyk - freeze terminal kasjerski aplikacja zamknęła sie samoistnie,Opis: Brak reakcji interfejsu na dotyk - freeze terminal kasjerski aplikacja zamknęła sie samoistnie Działanie naprawcze: Przeinstalowano aplikację sprzedażową na stanowisku. Podsumowanie: Aplikacja działa płynnie po restarcie.,POS - Zawieszenie aplikacji,[System] Incident,05.11.2025 21:27:05,4,0.9
2687,Wymagany serwis: Brak dostępu do zasobów zewnętrznych,Opis: Wymagany serwis: Brak dostępu do zasobów zewnętrznych Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,05.11.2025 16:53:36,0,0.0
2688,Program antywirusowy blokuje aplikację,"Opis: Program antywirusowy blokuje aplikację Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,05.11.2025 12:50:20,0,0.0
2689,Prośba o wsparcie: Błąd uruchamiania Microsoft Outlook,Opis: Prośba o wsparcie: Błąd uruchamiania Microsoft Outlook Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.,Inne,[System] Incident,05.11.2025 21:50:39,0,0.0
2690,Błąd krytyczny bazy danych podczas zamknięcia dnia w systemie centralnym,Opis: Błąd krytyczny bazy danych podczas zamknięcia dnia w systemie centralnym Działanie naprawcze: Wykonano restart usługi bazy danych SQL na serwerze lokalnym. Podsumowanie: Raport dobowy wygenerował się poprawnie po restarcie usług.,POS - Błąd zamknięcia doby,[System] Incident,05.11.2025 10:28:07,3,0.9
2691,Uszkodzone gniazdo LAN w ścianie - błąd powtarzalny.,Opis: Uszkodzone gniazdo LAN w ścianie - błąd powtarzalny. Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.,Inne,[System] Incident,05.11.2025 12:24:39,0,0.0
2692,Wygasło hasło do systemu Windows,Opis: Wygasło hasło do systemu Windows Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Użytkownik zalogował się pomyślnie.,Inne,[System] Service request,05.11.2025 19:27:10,0,0.0
2693,Bląd systemu: Błąd komunikacji RS232 z drukarką fiskalną,"Opis: Bląd systemu: Błąd komunikacji RS232 z drukarką fiskalną Działanie naprawcze: Wykonano reset sprzętowy drukarki fiskalnej. Podsumowanie: Drukarka fiskalna gotowa do pracy, paragon testowy wydrukowany.",Drukarka fiskalna - Błąd pamięci,[System] Incident,05.11.2025 18:33:06,4,0.9
2694,Brak sygnału sterującego otwarciem szuflady (RJ11) szuflada nie domyka się,"Opis: Brak sygnału sterującego otwarciem szuflady (RJ11) szuflada nie domyka się Działanie naprawcze: Sprawdzono podłączenie kabla RJ11 do drukarki fiskalnej. Podsumowanie: Kabel podłączony poprawnie, sygnał dociera.",Szuflada - Awaria otwarcia,[System] Incident,05.11.2025 11:57:08,3,0.9
2695,Czytnik RCP nie przesyła odbić do systemu błąd systemowy błędna data w raporcie,"Opis: Czytnik RCP nie przesyła odbić do systemu błąd systemowy błędna data w raporcie Działanie naprawcze: Sprawdzono konfigurację sieciową czytnika, przywrócono połączenie. Podsumowanie: Synchronizacja przywrócona, brakujące odbicia pojawiły się w systemie.",RCP - Błąd synchronizacji,[System] Incident,05.11.2025 20:19:01,3,0.9
2696, Utrata komunikacji z terminalem płatniczym (PED),"Opis:  Utrata komunikacji z terminalem płatniczym (PED) Działanie naprawcze: Zrestartowano terminal płatniczy (miękki reset). Podsumowanie: Problem z kablem USB rozwiązany, zasilanie przywrócone.",Terminal - Błąd komunikacji,[System] Incident,05.11.2025 09:43:05,3,0.9
2697,Błąd tarowania - wartość poza zakresem waga CAS - prośba o interwencję.,"Opis: Błąd tarowania - wartość poza zakresem waga CAS - prośba o interwencję. Działanie naprawcze: Sprawdzono czy szalka wagi nie jest zablokowana mechanicznie. Podsumowanie: Waga wskazuje poprawnie, odczyt stabilny.",Waga - Błąd kalibracji,[System] Incident,05.11.2025 15:16:23,4,0.9
2698,prośba o nadanie uprawnień do grupy,Opis: prośba o nadanie uprawnień do grupy Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Dostęp do konta przywrócony.,Inne,[System] Service request,05.11.2025 11:48:21,0,0.0
2699,Problem techniczny: Nie działa logowanie do portalu pracowniczego,Opis: Problem techniczny: Nie działa logowanie do portalu pracowniczego Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Użytkownik zalogował się pomyślnie.,Inne,[System] Service request,05.11.2025 12:59:07,0,0.0
2700,Incydent: Błąd synchronizacji ewidencji czasu pracy z serwerem dla pracownika Alan system nie uwzględnił nadgodzin - blokuje obsługę klienta.,"Opis: Incydent: Błąd synchronizacji ewidencji czasu pracy z serwerem dla pracownika Alan system nie uwzględnił nadgodzin - blokuje obsługę klienta. Działanie naprawcze: Zaktualizowano firmware czytnika RCP do najnowszej wersji. Podsumowanie: Synchronizacja przywrócona, brakujące odbicia pojawiły się w systemie.",RCP - Błąd synchronizacji,[System] Incident,05.11.2025 10:21:55,3,0.9
2701,wniosek o edycję godzin - błędnie wybrane wejście - prośba o pilną weryfikację. korekta czasu,Opis: wniosek o edycję godzin - błędnie wybrane wejście - prośba o pilną weryfikację. korekta czasu Działanie naprawcze: Anulowano błędne odbicie zgodnie z wnioskiem. Podsumowanie: Godziny pracy zostały wyrównane.,RCP - Korekta czasu,[System] Service request,05.11.2025 11:20:51,4,0.9
2702,Niska przepustowość łącza internetowego - stanowisko nieczynne.,Opis: Niska przepustowość łącza internetowego - stanowisko nieczynne. Działanie naprawcze: Zrestartowano urządzenia sieciowe w lokalizacji. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,05.11.2025 08:07:27,0,0.0
2703,Awaria switcha w szafie rack,Opis: Awaria switcha w szafie rack Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,05.11.2025 17:23:57,0,0.0
2704,Utrata komunikacji z terminalem płatniczym (PED) model Verifone,Opis: Utrata komunikacji z terminalem płatniczym (PED) model Verifone Działanie naprawcze: Wykonano test połączenia z hostem autoryzacyjnym. Podsumowanie: Autoryzacja kart działa bez opóźnień.,Terminal - Błąd komunikacji,[System] Incident,05.11.2025 17:20:23,3,0.9
2705,Drukarka sieciowa w biurze offline - błąd powtarzalny.,"Opis: Drukarka sieciowa w biurze offline - błąd powtarzalny. Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,05.11.2025 13:16:01,0,0.0
